"uid","fare_amount","pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count"
52306,38.5,"2013-03-26 01:38:32 UTC",-73.870913,40.773653,-73.920798,40.652029,1
60203,10,"2013-03-14 22:36:39 UTC",-73.969806,40.757701,-73.993865,40.735661,1
24997,5,"2013-03-07 01:00:00 UTC",-73.989332,40.720392,-73.981617,40.724547,1
40043,6,"2013-03-25 18:22:04 UTC",-73.97324,40.763992,-73.974334,40.756826,4
36214,18,"2013-03-01 21:24:41 UTC",-73.95207,40.777124,-73.987633,40.721471,1
57543,42.5,"2013-03-11 16:35:00 UTC",-73.78177,40.644917,-73.948802,40.71778,1
32690,6.5,"2013-03-07 19:46:00 UTC",-73.984047,40.732052,-73.987602,40.719917,2
42077,8.5,"2013-03-09 04:38:00 UTC",-73.982145,40.743038,-73.977138,40.762685,1
55544,8.5,"2013-03-17 17:30:00 UTC",-73.99059,40.75578,-74.002527,40.734007,5
56364,6,"2013-03-18 21:17:00 UTC",-73.987915,40.727952,-73.980853,40.721427,5
62679,6.5,"2013-03-23 18:23:38 UTC",-73.973123,40.749139,-73.985626,40.747537,2
8420,71,"2013-03-30 22:41:39 UTC",-73.97738,40.752849,-73.78575,40.917646,1
53006,12,"2013-03-10 21:22:00 UTC",-73.994907,40.745007,-73.96086,40.76921,1
27678,6.5,"2013-03-23 19:03:23 UTC",-73.981527,40.780927,-73.967685,40.787983,2
16521,8,"2013-03-03 09:26:07 UTC",-74.016235,40.710409,-74.00398,40.725414,1
43435,16.5,"2013-03-12 06:59:07 UTC",-73.98232,40.755941,-73.96319,40.803965,1
66208,10.5,"2013-03-01 00:08:00 UTC",-73.98413,40.761482,-73.995282,40.744585,6
65439,10,"2013-03-09 12:59:31 UTC",-73.975724,40.733185,-73.991154,40.748845,1
30843,42.5,"2013-03-31 02:03:00 UTC",-73.981205,40.741492,-73.808142,40.768345,6
5349,11,"2013-03-23 02:22:00 UTC",-74.00841,40.740505,-73.977462,40.733937,1
49051,10,"2013-03-17 12:28:00 UTC",-73.97802,40.752357,-73.993777,40.768867,6
40244,57.33,"2013-03-25 11:36:00 UTC",-73.785657,40.651085,-73.994705,40.709295,1
46274,5.5,"2013-03-01 23:02:00 UTC",-73.985017,40.75858,-73.979842,40.752567,2
41067,8,"2013-03-25 10:11:56 UTC",-73.989652,40.741547,-73.995553,40.745854,1
38858,12,"2013-03-16 21:38:00 UTC",-73.95555,40.768352,-73.960147,40.797815,6
24786,16,"2013-03-26 19:17:00 UTC",-73.973953,40.763317,-73.995802,40.716537,1
62894,23.5,"2013-03-14 22:17:17 UTC",-74.007557,40.716994,-74.007557,40.716994,1
54245,10,"2013-03-28 17:53:00 UTC",-73.997377,40.72186,-73.990642,40.741775,1
3856,8.5,"2013-03-07 14:18:44 UTC",-74.005615,40.751107,-73.993236,40.752578,1
37398,19.5,"2013-03-28 18:16:26 UTC",-73.955277,40.777091,-73.993187,40.738317,1
19085,10.5,"2013-03-05 01:14:30 UTC",-73.98638,40.755459,-74.010927,40.716432,1
3499,8,"2013-03-01 00:18:00 UTC",-73.991358,40.735072,-74.008705,40.732047,2
9066,6.5,"2013-03-13 13:58:00 UTC",-73.952733,40.786518,-73.96208,40.776315,2
68268,8,"2013-03-17 12:00:11 UTC",-74.00456,40.730762,-73.990526,40.741218,1
23842,7,"2013-03-14 08:24:00 UTC",-73.981322,40.746982,-73.986237,40.756332,2
29444,6,"2013-03-09 21:32:00 UTC",-73.987937,40.745722,-73.979415,40.752242,1
28859,6,"2013-03-02 17:41:46 UTC",-73.978299,40.744923,-73.99078,40.740563,2
53316,15,"2013-03-05 14:47:59 UTC",-73.953597,40.766982,-73.985335,40.746215,1
22794,12.5,"2013-03-19 10:00:00 UTC",-73.94895,40.781852,-73.982305,40.772807,3
2876,17.5,"2013-03-28 21:23:00 UTC",-74.00239,40.729445,-73.951367,40.77602,2
40449,3.5,"2013-03-15 15:28:25 UTC",-73.966808,40.769932,-73.962156,40.775943,1
32039,5,"2013-03-16 18:45:41 UTC",-73.988728,40.720287,-73.98691,40.729249,1
10722,4.5,"2013-03-25 19:32:52 UTC",-74.005682,40.750916,-73.995387,40.745042,1
19976,11,"2013-03-21 19:36:42 UTC",-74.013017,40.716292,-73.992018,40.743504,1
60501,2.5,"2013-03-26 22:08:16 UTC",-73.77672,40.64534,-73.776731,40.64542,1
5355,17.5,"2013-03-09 15:14:00 UTC",-73.952237,40.772258,-73.991378,40.75033,5
33840,3,"2013-03-24 13:37:00 UTC",-73.986902,40.725507,-73.988567,40.726602,5
8683,8.5,"2013-03-12 23:20:00 UTC",-73.987892,40.719387,-74.006017,40.709315,3
69856,10.5,"2013-03-04 09:57:00 UTC",-73.970792,40.767282,-73.982127,40.744545,1
6368,11.5,"2013-03-10 10:27:24 UTC",-73.924176,40.76146,-73.965047,40.76173,1
2619,6,"2013-03-19 21:00:15 UTC",-73.995076,40.744732,-74.006994,40.731702,1
5977,6.5,"2013-03-26 15:11:20 UTC",-73.96651,40.767794,-73.973707,40.759322,2
14169,37.33,"2013-03-16 14:00:00 UTC",-73.878502,40.77107,-73.993887,40.740172,5
34672,8.5,"2013-03-19 07:22:00 UTC",-73.982282,40.74014,-73.981495,40.758097,1
56180,8,"2013-03-12 17:08:00 UTC",-73.985157,40.753647,-73.974422,40.756117,1
16946,4,"2013-03-10 00:05:33 UTC",-73.953608,40.779794,-73.949435,40.787817,1
67498,28.83,"2013-03-29 08:09:00 UTC",-73.953407,40.791132,-73.885332,40.771602,1
57253,4.5,"2013-03-06 01:38:32 UTC",-73.991821,40.735262,-74.003402,40.740158,1
43898,10,"2013-03-03 11:27:58 UTC",-74.010286,40.705341,-73.996781,40.72342,1
781,57.33,"2013-03-31 17:43:33 UTC",-73.904783,40.726342,-73.782098,40.644299,2
47026,5.5,"2013-03-19 09:59:44 UTC",-73.98669,40.754978,-73.986212,40.746264,4
28022,7,"2013-03-31 16:34:00 UTC",-73.99211,40.759177,-73.990317,40.746275,1
44742,5.5,"2013-03-30 18:20:02 UTC",-73.968599,40.762029,-73.978314,40.750104,1
15038,4,"2013-03-01 19:16:00 UTC",-73.95275,40.772257,-73.953225,40.767617,3
39469,10,"2013-03-25 18:51:39 UTC",-73.978753,40.764397,-73.948936,40.77493,1
10703,4.5,"2013-03-17 22:22:00 UTC",-73.991865,40.72214,-73.989922,40.729437,1
68541,5.5,"2013-03-17 22:03:00 UTC",-73.982487,40.759295,-73.991955,40.754152,1
47589,7,"2013-03-07 08:10:18 UTC",-73.989919,40.741275,-73.986335,40.753279,1
38915,11,"2013-03-23 15:10:00 UTC",-73.962293,40.779187,-73.97873,40.756127,3
978,7.5,"2013-03-18 10:37:00 UTC",-73.991877,40.749915,-73.993892,40.735812,1
54566,12.5,"2013-03-07 18:12:00 UTC",-73.982725,40.768505,-73.983787,40.75198,1
42213,9,"2013-03-09 00:05:00 UTC",-73.98308,40.755997,-73.97886,40.737077,5
56263,10.5,"2013-03-22 17:24:00 UTC",-73.975145,40.751725,-74.005802,40.74514,1
56134,5,"2013-03-09 15:13:50 UTC",-73.960229,40.773132,-73.968123,40.762406,1
61422,52,"2013-03-22 23:10:32 UTC",-73.995115,40.744856,-73.938243,40.584023,1
48302,11.5,"2013-03-31 00:16:00 UTC",-73.991395,40.749802,-73.997077,40.71925,1
34091,10,"2013-03-15 00:33:00 UTC",-73.984528,40.737752,-73.97935,40.76154,1
42523,6,"2013-03-30 06:11:45 UTC",-73.966171,40.762101,-73.954069,40.763907,1
32969,4,"2013-03-02 00:48:00 UTC",-73.973517,40.714077,-73.980557,40.736087,3
1284,18,"2013-03-03 01:39:15 UTC",-73.984083,40.743224,-73.94837,40.71116,3
44771,5.5,"2013-03-21 11:28:00 UTC",-73.974467,40.750562,-73.967267,40.762732,1
43251,11.5,"2013-03-28 02:57:09 UTC",-73.968211,40.757129,-73.95664,40.746663,1
62744,4.5,"2013-03-08 20:30:59 UTC",-73.967608,40.765215,-73.963424,40.775178,1
22167,8,"2013-03-07 14:21:43 UTC",-73.982319,40.768403,-73.981414,40.784252,1
66567,7,"2013-03-26 22:53:00 UTC",-73.985247,40.727537,-73.977507,40.746267,1
30764,30.33,"2013-03-24 10:46:00 UTC",-73.993535,40.721592,-73.875722,40.771422,1
46509,8.5,"2013-03-27 15:25:00 UTC",-73.982252,40.751902,-73.967052,40.761252,5
39350,6,"2013-03-21 23:39:00 UTC",-73.983297,40.755957,-73.965672,40.758415,2
60429,14,"2013-03-16 09:55:00 UTC",-73.947133,40.77156,-73.990928,40.751127,1
14081,21,"2013-03-14 18:06:00 UTC",-73.978632,40.772667,-73.998242,40.741197,1
1415,10,"2013-03-24 18:10:16 UTC",-73.993048,40.727968,-73.97129,40.759217,2
20668,8,"2013-03-01 12:34:00 UTC",-73.96357,40.771267,-73.973887,40.762762,1
44762,57.33,"2013-03-23 18:17:05 UTC",-73.781921,40.64472,-73.959078,40.779955,2
46512,9.5,"2013-03-05 19:12:03 UTC",-73.973464,40.757633,-73.960281,40.77382,2
6953,21,"2013-03-23 20:54:29 UTC",-73.95608,40.764067,-73.963181,40.705993,1
69508,6.5,"2013-03-08 07:38:00 UTC",-73.961307,40.774737,-73.946667,40.772332,1
62155,13.5,"2013-03-01 11:30:28 UTC",-73.966117,40.805133,-73.959657,40.775136,1
37137,36.83,"2013-03-24 12:07:36 UTC",-73.872964,40.774077,-73.946135,40.780199,1
27267,6,"2013-03-25 16:09:04 UTC",-73.98721,40.739502,-73.978426,40.75169,1
39191,18,"2013-03-14 16:01:11 UTC",-73.962504,40.770585,-73.990053,40.740997,1
18081,6.5,"2013-03-20 18:41:16 UTC",-74.002182,40.71924,-74.015553,40.715052,2
68536,14.5,"2013-03-26 09:03:48 UTC",-73.998121,40.735331,-73.965245,40.759239,1
1617,21,"2013-03-12 15:32:23 UTC",-73.973755,40.760327,-74.012645,40.701643,1
39772,9.5,"2013-03-13 06:42:22 UTC",-73.984313,40.748857,-74.00977,40.720262,1
52911,17,"2013-03-06 17:34:57 UTC",-73.976761,40.755158,-73.98562,40.715701,1
50188,11,"2013-03-08 23:52:00 UTC",-73.984442,40.760847,-73.977812,40.73415,4
14970,9.5,"2013-03-26 17:24:00 UTC",-73.978473,40.777707,-73.95231,40.798267,1
26101,13.5,"2013-03-13 22:46:00 UTC",-73.986602,40.766672,-73.993113,40.728017,6
34375,22,"2013-03-26 10:53:09 UTC",-74.008402,40.735201,-73.957435,40.764276,1
8128,6.5,"2013-03-07 12:19:42 UTC",-73.996475,40.725504,-74.006996,40.718668,1
68495,8,"2013-03-09 22:10:18 UTC",-73.950474,40.779739,-73.967236,40.75673,1
18431,8,"2013-03-22 07:43:18 UTC",-73.977017,40.76435,-73.996041,40.753862,1
18236,7,"2013-03-31 21:51:15 UTC",-73.972436,40.76519,-73.980894,40.762292,1
15067,4,"2013-03-05 18:41:52 UTC",-73.975775,40.787909,-73.976196,40.781154,1
53346,13,"2013-03-26 09:28:00 UTC",-73.944592,40.779497,-73.97905,40.737097,5
25190,17.5,"2013-03-14 17:01:00 UTC",-74.015313,40.70935,-73.988062,40.735537,1
46615,4,"2013-03-28 00:41:00 UTC",-73.949457,40.780992,-73.951787,40.77778,1
28576,24,"2013-03-26 01:12:10 UTC",-73.958664,40.815511,-74.000507,40.72884,1
12662,18,"2013-03-10 20:32:28 UTC",-73.788419,40.647269,-73.726175,40.661317,1
34164,10,"2013-03-01 18:42:00 UTC",-73.985792,40.735272,-73.986182,40.751517,6
48645,7,"2013-03-02 21:19:00 UTC",-73.957165,40.770235,-73.970047,40.752702,2
27983,19,"2013-03-15 14:10:37 UTC",-73.962387,40.773255,-73.991933,40.737736,1
12886,16,"2013-03-08 06:55:00 UTC",-74.006827,40.729672,-73.979777,40.752772,1
42952,15.5,"2013-03-07 08:14:17 UTC",-73.904229,40.741709,-73.970333,40.759628,1
39448,15.5,"2013-03-19 08:45:00 UTC",-73.95269,40.76638,-73.981035,40.758912,1
17408,8,"2013-03-13 18:48:00 UTC",-73.95383,40.781697,-73.967622,40.76293,1
26019,7,"2013-03-06 12:01:53 UTC",-73.951764,40.782136,-73.93499,40.799255,1
60689,12.5,"2013-03-16 01:18:00 UTC",-74.007497,40.743222,-73.953285,40.714107,1
53149,13,"2013-03-09 12:53:00 UTC",-73.953197,40.77675,-73.984258,40.733332,1
63801,7,"2013-03-12 08:10:00 UTC",-73.97693,40.747337,-73.972625,40.757262,1
16994,12.5,"2013-03-14 22:55:18 UTC",-73.992299,40.743475,-73.956803,40.771401,2
62561,21,"2013-03-12 16:41:00 UTC",-73.992335,40.763972,-73.944407,40.827225,1
34813,12,"2013-03-03 00:37:00 UTC",-74.008465,40.734595,-73.986213,40.74241,5
34808,5,"2013-03-01 11:27:17 UTC",-73.98857,40.719635,-73.99637,40.721063,1
69517,12,"2013-03-23 00:22:49 UTC",-73.993155,40.72714,-73.996501,40.760884,1
60167,4,"2013-03-18 20:40:58 UTC",-73.975607,40.752391,-73.979715,40.746621,1
56245,34.33,"2013-03-22 20:02:00 UTC",-73.975363,40.750265,-73.990147,40.669242,1
66598,9,"2013-03-23 18:04:24 UTC",-73.991964,40.750154,-73.974209,40.75041,1
67353,55,"2013-03-08 06:32:00 UTC",-73.788637,40.647445,-73.960475,40.702977,1
59260,26.5,"2013-03-31 03:00:29 UTC",-73.988117,40.719121,-73.909802,40.775439,1
39571,10,"2013-03-04 16:54:25 UTC",-73.97162,40.75971,-73.970808,40.785912,1
15348,9.5,"2013-03-16 21:01:39 UTC",-74.001741,40.736983,-73.97883,40.752465,2
25348,13.5,"2013-03-04 12:46:18 UTC",-74.014821,40.713768,-73.991362,40.764534,1
63471,15,"2013-03-19 07:49:13 UTC",-73.990139,40.756702,-73.981126,40.725209,1
47647,11,"2013-03-01 19:35:00 UTC",-73.957038,40.81778,-73.957038,40.81778,1
7495,5.5,"2013-03-08 21:45:25 UTC",-73.978708,40.772554,-73.964857,40.771457,1
5186,12.5,"2013-03-31 19:13:00 UTC",-73.981892,40.76831,-73.979807,40.735037,1
58647,20.5,"2013-03-21 23:26:05 UTC",-73.990026,40.75738,-73.984546,40.688412,1
17600,5,"2013-03-24 00:28:12 UTC",-73.976252,40.786048,-73.96579,40.795157,1
32037,8,"2013-03-31 22:05:24 UTC",-73.981737,40.746817,-74.005595,40.733249,1
8852,11,"2013-03-24 14:50:30 UTC",-73.993862,40.750965,-73.984041,40.77468,1
41248,3,"2013-03-10 19:34:00 UTC",-73.984982,40.779037,-73.983237,40.78172,6
64499,7.5,"2013-03-13 11:35:00 UTC",-73.963412,40.766077,-73.950682,40.785807,1
35128,15,"2013-03-18 17:38:00 UTC",-73.992865,40.747675,-73.954502,40.778062,1
21919,21,"2013-03-04 17:14:00 UTC",-73.963342,40.774552,-74.005355,40.736742,1
6674,6.5,"2013-03-27 15:06:43 UTC",-73.948703,40.797505,-73.93919,40.790764,3
35232,27.5,"2013-03-26 15:20:00 UTC",-73.874889,40.774092,-73.925981,40.698521,1
45366,12,"2013-03-12 08:36:45 UTC",-73.957029,40.777624,-73.975507,40.751677,1
63448,6.5,"2013-03-21 23:56:00 UTC",-73.998902,40.749842,-73.998902,40.749842,2
22902,14,"2013-03-25 23:24:00 UTC",-73.994687,40.741232,-73.94719,40.772687,1
3518,25.5,"2013-03-07 18:40:05 UTC",-73.961199,40.769029,-74.016335,40.715036,3
41325,4.5,"2013-03-15 14:51:00 UTC",-73.958127,40.776332,-73.95567,40.782347,5
11068,13.5,"2013-03-23 22:23:00 UTC",-73.981305,40.764247,-73.926123,40.743842,1
7057,16,"2013-03-18 18:39:00 UTC",-74.016447,40.716322,-73.984895,40.774067,2
65489,8.5,"2013-03-28 17:20:00 UTC",-73.981225,40.733217,-74.003223,40.733162,1
18903,15.5,"2013-03-31 02:18:00 UTC",-73.978877,40.74577,-74.012547,40.701547,1
25120,9.5,"2013-03-19 22:47:23 UTC",-73.987401,40.747615,-74.002919,40.718273,2
61305,12.5,"2013-03-04 01:50:00 UTC",-73.994128,40.75107,-74.008828,40.707582,2
10226,19.5,"2013-03-16 01:14:26 UTC",-73.994683,40.722985,-73.971607,40.787271,1
33228,6.5,"2013-03-21 21:12:00 UTC",-73.999748,40.726895,-74.004255,40.740432,1
46948,4,"2013-03-13 21:50:32 UTC",-73.982305,40.756377,-73.977162,40.763724,2
57174,12.5,"2013-03-22 08:43:08 UTC",-73.953266,40.771278,-73.938012,40.804648,1
9372,35.5,"2013-03-04 00:41:00 UTC",-74.005085,40.719892,-73.923403,40.866897,1
16417,6.5,"2013-03-17 15:16:03 UTC",-73.97307,40.748713,-73.987214,40.729432,2
5041,15,"2013-03-29 16:28:00 UTC",-73.994675,40.718287,-73.95997,40.7761,1
46525,52,"2013-03-04 00:06:19 UTC",-74.008489,40.706003,-74.008482,40.706001,1
57209,6.5,"2013-03-08 17:26:00 UTC",-74.005112,40.721782,-74.00524,40.733927,1
55986,6,"2013-03-01 12:04:00 UTC",-73.98268,40.762227,-73.978627,40.762217,1
32920,11,"2013-03-27 23:59:00 UTC",-74.00245,40.743877,-74.00886,40.711147,1
49331,32,"2013-03-21 10:43:00 UTC",-73.863665,40.769945,-73.995127,40.71782,5
53947,8,"2013-03-01 21:54:13 UTC",-73.959691,40.770962,-73.948304,40.795278,2
35182,9,"2013-03-27 23:47:00 UTC",-73.977498,40.76299,-73.950957,40.769882,1
32666,5.5,"2013-03-11 05:53:17 UTC",-73.985544,40.73157,-73.976718,40.739302,1
3095,33.83,"2013-03-06 12:44:24 UTC",-73.872969,40.774135,-73.939657,40.841468,1
33920,6.5,"2013-03-11 19:37:54 UTC",-73.977428,40.775269,-73.966632,40.770234,2
45848,5.5,"2013-03-18 18:13:42 UTC",-73.944445,40.787931,-73.951536,40.774416,1
35831,11,"2013-03-12 15:36:20 UTC",-73.98867,40.764057,-74.000498,40.735385,1
15073,10.5,"2013-03-07 10:50:00 UTC",-73.963822,40.808285,-73.942802,40.840512,2
65992,4.5,"2013-03-09 14:29:00 UTC",-73.979935,40.743272,-73.981365,40.749602,5
27540,6.5,"2013-03-25 18:24:44 UTC",-73.950612,40.786398,-73.951073,40.771825,1
63790,8,"2013-03-17 13:31:40 UTC",-73.990352,40.735139,-73.974794,40.721254,1
7588,9,"2013-03-08 22:12:04 UTC",-74.000248,40.7613,-73.972214,40.753865,1
42013,4,"2013-03-14 10:54:16 UTC",-73.960504,40.769904,-73.95538,40.777093,1
49900,15,"2013-03-30 22:21:00 UTC",-74.00058,40.752127,-73.964867,40.810087,5
49695,11.5,"2013-03-08 07:49:27 UTC",-73.989811,40.756617,-73.97233,40.759432,1
7929,19,"2013-03-26 04:33:27 UTC",-73.98095,40.729652,-73.975023,40.674983,1
40349,11.5,"2013-03-30 17:43:00 UTC",-73.949437,40.754042,-73.939008,40.726162,1
9038,5.5,"2013-03-24 22:49:00 UTC",-73.98572,40.723122,-73.98123,40.733102,1
37476,7.5,"2013-03-08 17:51:00 UTC",-73.989867,40.734075,-74.000485,40.728845,1
46943,9,"2013-03-24 06:47:49 UTC",-73.98132,40.784458,-74.003405,40.756365,1
16324,9.5,"2013-03-08 16:40:00 UTC",-73.993593,40.741855,-73.99137,40.74924,1
48235,17,"2013-03-07 10:49:00 UTC",-73.992462,40.749787,-73.965625,40.768392,1
4441,18.5,"2013-03-09 14:05:00 UTC",-73.99861,40.734092,-73.954995,40.716417,1
58157,13,"2013-03-21 16:51:00 UTC",-73.979887,40.734892,-74.004375,40.710327,6
68137,5,"2013-03-11 19:37:01 UTC",-73.943374,40.777758,-73.952374,40.775484,2
28286,56.8,"2013-03-08 19:21:53 UTC",-73.987419,40.779391,-73.987419,40.779391,1
18605,7,"2013-03-04 10:10:00 UTC",-73.986282,40.758257,-73.988875,40.76889,6
5623,9,"2013-03-17 17:17:00 UTC",-73.982115,40.774307,-73.964788,40.80432,1
49957,33.83,"2013-03-27 08:52:37 UTC",-73.86286,40.769753,-73.978269,40.754588,1
25023,5,"2013-03-16 15:47:15 UTC",-73.992908,40.755035,-73.98917,40.762726,2
61280,11.5,"2013-03-25 08:07:57 UTC",-73.977077,40.747182,-73.95835,40.765474,2
32483,7,"2013-03-14 12:21:00 UTC",-73.97739,40.774147,-73.97898,40.786937,1
48195,4,"2013-03-01 19:50:48 UTC",-73.959866,40.758545,-73.964634,40.75564,2
6136,4.5,"2013-03-14 17:54:00 UTC",-73.94904,40.781657,-73.953425,40.775205,1
33220,6,"2013-03-03 01:00:12 UTC",-73.98899,40.721681,-74.002943,40.724535,2
30635,6.5,"2013-03-24 21:10:00 UTC",-73.975392,40.75216,-73.981663,40.740665,6
40149,8,"2013-03-05 11:03:20 UTC",-73.982995,40.767475,-73.979041,40.756121,1
12996,6,"2013-03-20 18:45:01 UTC",-73.997642,40.756679,-73.985128,40.760371,1
20320,13,"2013-03-09 17:11:27 UTC",-73.970412,40.752178,-73.987738,40.721143,1
20657,8,"2013-03-22 14:41:21 UTC",-73.986376,40.740327,-73.998654,40.723532,1
65075,15.5,"2013-03-15 13:42:00 UTC",-73.997775,40.761385,-73.988282,40.733522,1
57844,14.5,"2013-03-31 11:36:00 UTC",-73.967642,40.760197,-74.009683,40.720257,1
53424,5,"2013-03-19 12:47:00 UTC",-73.97701,40.723292,-73.986657,40.718175,2
64419,7.5,"2013-03-15 20:17:00 UTC",-74.015892,40.715128,-74.003823,40.722272,1
12290,10.5,"2013-03-10 09:17:26 UTC",-73.986223,40.778744,-73.960932,40.811083,1
58047,16.5,"2013-03-06 18:18:57 UTC",-73.95557,40.779293,-73.976807,40.741914,1
31029,5.5,"2013-03-16 22:44:23 UTC",-73.533825,40.71897,-73.52256,40.703097,1
24952,11,"2013-03-08 23:36:02 UTC",-73.978801,40.762579,-73.966077,40.753943,3
39878,7,"2013-03-24 02:15:43 UTC",-73.987137,40.726808,-73.998726,40.734132,3
45563,5.5,"2013-03-16 12:13:20 UTC",-73.976781,40.748806,-73.98604,40.750024,1
42615,30,"2013-03-17 18:46:33 UTC",-74.007828,40.705725,-73.918857,40.743033,2
63539,5.5,"2013-03-05 16:40:03 UTC",-73.985379,40.76051,-73.973706,40.757284,1
41398,9.5,"2013-03-15 21:39:28 UTC",-73.987498,40.738944,-73.984624,40.758769,3
65801,12,"2013-03-13 18:21:39 UTC",-73.956187,40.77199,-73.989086,40.776887,1
21297,4,"2013-03-08 18:13:00 UTC",-73.95206,40.7814,-73.956447,40.784087,1
55119,10.5,"2013-03-11 19:07:52 UTC",-73.982237,40.767404,-73.973582,40.797867,1
3804,11.5,"2013-03-01 02:51:00 UTC",-74.004245,40.742147,-73.996463,40.71656,1
25149,8,"2013-03-02 22:14:00 UTC",-73.990288,40.746135,-73.983838,40.738542,1
5725,9,"2013-03-15 17:49:21 UTC",-73.984093,40.74555,-73.984394,40.728851,1
3632,7,"2013-03-10 15:33:00 UTC",-73.990665,40.751122,-73.992217,40.769222,2
13728,81.25,"2013-03-23 14:42:22 UTC",-73.999735,40.745875,-74.177171,40.691119,4
43039,24.5,"2013-03-20 11:03:00 UTC",-73.95722,40.769922,-74.006975,40.705742,5
15218,7,"2013-03-11 20:41:49 UTC",-73.969566,40.763487,-73.976103,40.77606,1
4275,9.5,"2013-03-12 08:16:00 UTC",-73.962025,40.76762,-73.978055,40.759528,1
54412,16,"2013-03-15 08:49:00 UTC",-73.961327,40.769047,-73.996617,40.739005,1
16464,6,"2013-03-27 21:38:00 UTC",-73.986767,40.75608,-73.99365,40.732927,1
9173,11.5,"2013-03-27 14:34:00 UTC",-73.970365,40.762382,-73.987367,40.745052,1
29052,4,"2013-03-03 13:23:52 UTC",-73.982329,40.771215,-73.979966,40.7653,2
24563,11,"2013-03-21 12:18:00 UTC",-74.007662,40.72466,-74.002715,40.751952,5
38957,12,"2013-03-04 13:32:07 UTC",-73.967004,40.804166,-73.934592,40.816978,1
16568,22.5,"2013-03-29 19:00:00 UTC",-73.978747,40.746797,-73.961903,40.720195,1
49126,10,"2013-03-27 14:07:00 UTC",-73.981433,40.767892,-73.965575,40.760222,2
56094,7.5,"2013-03-25 23:18:42 UTC",-73.967899,40.801567,-73.95684,40.802395,1
51513,6.5,"2013-03-25 09:25:00 UTC",-74.005582,40.733127,-74.007372,40.726802,2
5373,6.5,"2013-03-27 21:57:38 UTC",-73.989764,40.775874,-73.975875,40.786662,1
12670,15.5,"2013-03-16 19:23:00 UTC",-74.004375,40.742357,-73.96204,40.762852,1
52247,19.5,"2013-03-09 18:24:00 UTC",-73.99757,40.683577,-74.016592,40.638807,1
15411,9,"2013-03-01 08:11:00 UTC",-73.951435,40.782307,-73.96724,40.763672,1
10749,5.5,"2013-03-14 19:53:00 UTC",-74.00366,40.732112,-74.002222,40.721607,1
16529,9.5,"2013-03-13 11:37:00 UTC",-73.985567,40.778597,-73.967427,40.766362,5
56305,10,"2013-03-29 15:15:39 UTC",-73.98432,40.744934,-73.982142,40.77389,1
9135,4,"2013-03-21 23:16:54 UTC",-73.991177,40.752292,-73.992257,40.756785,3
16205,4.5,"2013-03-08 13:27:29 UTC",-73.955762,40.776229,-73.959493,40.779792,1
50262,8.5,"2013-03-21 12:11:00 UTC",-73.974178,40.74298,-73.98187,40.724195,1
11925,16.5,"2013-03-11 15:41:54 UTC",-73.97234,40.793637,-73.985842,40.769495,2
14353,7,"2013-03-31 07:08:00 UTC",-73.987635,40.738512,-73.983817,40.72381,1
67679,10,"2013-03-06 01:35:00 UTC",-73.98899,40.758197,-73.959145,40.801797,1
64339,7,"2013-03-30 01:39:05 UTC",-73.990035,40.730259,-73.990455,40.744253,2
43547,5.5,"2013-03-07 14:20:45 UTC",-73.988639,40.748461,-73.992512,40.745108,2
30480,12,"2013-03-15 15:49:00 UTC",-73.969442,40.76281,-73.990485,40.751252,1
42850,6.5,"2013-03-01 07:48:00 UTC",-73.966815,40.804137,-73.967467,40.792975,1
6377,21.5,"2013-03-27 10:54:00 UTC",-73.978623,40.756507,-74.01467,40.70974,6
19928,8.5,"2013-03-30 13:31:00 UTC",-73.989703,40.741657,-73.982448,40.758357,1
60073,11.5,"2013-03-13 21:06:54 UTC",-73.983555,40.672536,-74.002253,40.68599,1
2844,10,"2013-03-15 01:11:00 UTC",-73.993728,40.727372,-73.958457,40.710167,3
54466,31.5,"2013-03-29 18:23:31 UTC",-73.974466,40.760279,-73.975604,40.668256,1
7186,9,"2013-03-20 13:04:58 UTC",-73.986977,40.759641,-73.974716,40.762411,3
55099,7,"2013-03-12 20:24:50 UTC",-73.981723,40.744719,-73.990286,40.756811,1
63955,6,"2013-03-07 20:07:00 UTC",-73.946107,40.78141,-73.93594,40.795325,6
68715,9,"2013-03-02 01:45:00 UTC",-74.003675,40.726377,-74.00758,40.70843,1
61991,12,"2013-03-28 20:20:00 UTC",-73.973377,40.763797,-74.003417,40.747465,1
20522,4,"2013-03-16 12:56:00 UTC",-73.963377,40.766112,-73.959425,40.771857,1
47497,11,"2013-03-21 11:37:17 UTC",-73.986269,40.777432,-74.003652,40.751549,1
58336,8.5,"2013-03-04 02:25:00 UTC",-73.933655,40.802957,-73.94944,40.787905,1
62834,4.5,"2013-03-14 17:54:00 UTC",-73.951215,40.778667,-73.956478,40.77126,1
16284,14,"2013-03-15 22:38:24 UTC",-74.005483,40.740356,-73.968099,40.752145,3
62050,9.5,"2013-03-20 22:15:00 UTC",-73.957577,40.76994,-73.98184,40.736545,1
30491,5,"2013-03-11 09:25:00 UTC",-74.000532,40.747577,-74.008142,40.739278,1
27811,9,"2013-03-13 15:09:02 UTC",-73.979271,40.73888,-74.001495,40.739332,1
7572,40.5,"2013-03-02 15:52:00 UTC",-73.782005,40.644587,-73.968287,40.693157,1
